Name,ENVIRON_DISCLOSURE_SCORE,Company name
TCDA UW,#N/A N/A,Tricida Inc
TCFC UR,#N/A N/A,Community Financial Corp/The
TCI UN,#N/A N/A,Transcontinental Realty Investors Inc
TCMD UQ,#N/A N/A,Tactile Systems Technology Inc
TCRR UW,#N/A N/A,TCR2 Therapeutics Inc
TCS UN,#N/A N/A,Container Store Group Inc/The
TCX UR,#N/A N/A,Tucows Inc
TDOC UN,#N/A N/A,Teladoc Health Inc
TDW UN,1.550387597,Tidewater Inc
TECD UW,#N/A N/A,Tech Data Corp
TELL UR,7.438016529,Tellurian Inc
TEN UN,#N/A N/A,Tenneco Inc
TENB UW,#N/A N/A,Tenable Holdings Inc
TERP UW,#N/A N/A,TerraForm Power Inc
TESS UW,#N/A N/A,TESSCO Technologies Inc
TEUM UR,#N/A N/A,Pareteum Corp
TEX UN,6.976744186,Terex Corp
TG UN,1.550387597,Tredegar Corp
TGH UN,3.100775194,Textainer Group Holdings Ltd
TGI UN,7.751937984,Triumph Group Inc
TGNA UN,10.85271318,TEGNA Inc
TGTX UR,#N/A N/A,TG Therapeutics Inc
TH UR,#N/A N/A,Target Hospitality Corp
THC UN,1.550387597,Tenet Healthcare Corp
THFF UW,1.785714286,First Financial Corp/IN
THR UN,3.875968992,Thermon Group Holdings Inc
THRM UW,28.68217054,Gentherm Inc
TILE UW,16.27906977,Interface Inc
TIPT UR,1.785714286,Tiptree Inc
TISI UN,#N/A N/A,Team Inc
TITN UW,1.550387597,Titan Machinery Inc
TK UN,23.25581395,Teekay Corp
TLRD UN,5.208333333,Tailored Brands Inc
TLYS UN,#N/A N/A,Tilly's Inc
TMDX UQ,#N/A N/A,TransMedics Group Inc
TMHC UN,18.60465116,Taylor Morrison Home Corp
TMP UA,1.785714286,Tompkins Financial Corp
TMST UN,#N/A N/A,TimkenSteel Corp
TNAV UW,#N/A N/A,Telenav Inc
TNC UN,#N/A N/A,Tennant Co
TNDM UQ,#N/A N/A,Tandem Diabetes Care Inc
TNET UN,1.550387597,TriNet Group Inc
TNK UN,22.48062016,Teekay Tankers Ltd
TORC UW,1.550387597,resTORbio Inc
TOWN UW,#N/A N/A,Towne Bank/Portsmouth VA
TPB UN,1.550387597,Turning Point Brands Inc
TPC UN,1.550387597,Tutor Perini Corp
TPCO UQ,1.550387597,Tribune Publishing Co
TPH UN,#N/A N/A,TRI Pointe Group Inc
TPIC UQ,34.88372093,TPI Composites Inc
TPRE UN,#N/A N/A,Third Point Reinsurance Ltd
TPTX UW,#N/A N/A,Turning Point Therapeutics Inc
TR UN,#N/A N/A,Tootsie Roll Industries Inc
TRC UN,#N/A N/A,Tejon Ranch Co
TREC UN,1.550387597,Trecora Resources
TREX UN,#N/A N/A,Trex Co Inc
TRHC UQ,#N/A N/A,Tabula Rasa HealthCare Inc
TRMK UW,#N/A N/A,Trustmark Corp
TRNO UN,7.751937984,Terreno Realty Corp
TRNS UQ,#N/A N/A,Transcat Inc
TROX UN,#N/A N/A,Tronox Holdings PLC
TRS UW,1.550387597,TriMas Corp
TRST UW,4.464285714,TrustCo Bank Corp NY
TRTN UN,1.550387597,Triton International Ltd/Bermuda
TRTX UN,#N/A N/A,TPG RE Finance Trust Inc
TRUE UW,#N/A N/A,TrueCar Inc
TRUP UQ,#N/A N/A,Trupanion Inc
TRWH UN,#N/A N/A,Twin River Worldwide Holdings Inc
TRXC UA,#N/A N/A,TransEnterix Inc
TSBK UQ,#N/A N/A,Timberland Bancorp Inc/WA
TSC UW,#N/A N/A,TriState Capital Holdings Inc
TSE UN,#N/A N/A,Trinseo SA
TTEC UW,3.875968992,TTEC Holdings Inc
TTEK UW,#N/A N/A,Tetra Tech Inc
TTGT UQ,#N/A N/A,TechTarget Inc
TTI UN,4.132231405,TETRA Technologies Inc
TTMI UW,14.72868217,TTM Technologies Inc
TUP UN,#N/A N/A,Tupperware Brands Corp
TUSK UW,1.550387597,Mammoth Energy Services Inc
TVTY UW,#N/A N/A,Tivity Health Inc
TWI UN,3.875968992,Titan International Inc
TWIN UW,#N/A N/A,Twin Disc Inc
TWNK UR,1.550387597,Hostess Brands Inc
TWST UW,1.550387597,Twist Bioscience Corp
TXMD UW,#N/A N/A,TherapeuticsMD Inc
TXRH UW,#N/A N/A,Texas Roadhouse Inc
TYME UR,#N/A N/A,Tyme Technologies Inc
TZOO UW,#N/A N/A,Travelzoo
UBA UN,#N/A N/A,Urstadt Biddle Properties Inc
UBFO UW,#N/A N/A,United Security Bancshares/Fresno CA
UBSI UW,1.785714286,United Bankshares Inc/WV
UBX UW,#N/A N/A,UNITY Biotechnology Inc
UCBI UW,10.71428571,United Community Banks Inc/GA
UCTT UW,1.550387597,Ultra Clean Holdings Inc
UE UN,#N/A N/A,Urban Edge Properties
UEC UA,#N/A N/A,Uranium Energy Corp
UEIC UW,4.651162791,Universal Electronics Inc
UFCS UW,1.785714286,United Fire Group Inc
UFI UN,4.651162791,Unifi Inc
UFPI UW,1.550387597,UFP Industries Inc
UFPT UR,3.100775194,UFP Technologies Inc
UHT UN,#N/A N/A,Universal Health Realty Income Trust
UIHC UR,1.785714286,United Insurance Holdings Corp
UIS UN,9.302325581,Unisys Corp
ULH UW,3.100775194,Universal Logistics Holdings Inc
UMBF UW,#N/A N/A,UMB Financial Corp
UMH UN,#N/A N/A,UMH Properties Inc
UNB UQ,#N/A N/A,Union Bankshares Inc/Morrisville VT
UNF UN,#N/A N/A,UniFirst Corp/MA
UNFI UN,10.85271318,United Natural Foods Inc
UNIT UW,#N/A N/A,Uniti Group Inc
UNTY UQ,1.785714286,Unity Bancorp Inc
UPLD UQ,#N/A N/A,Upland Software Inc
UPWK UW,#N/A N/A,Upwork Inc
URGN UQ,#N/A N/A,UroGen Pharma Ltd
USCR UW,#N/A N/A,US Concrete Inc
USLM UW,1.550387597,United States Lime & Minerals Inc
USNA UN,1.550387597,USANA Health Sciences Inc
USPH UN,#N/A N/A,US Physical Therapy Inc
USWS UR,3.875968992,US Well Services Inc
USX UN,1.550387597,US Xpress Enterprises Inc
UTL UN,1.379310345,Unitil Corp
UTMD UW,#N/A N/A,Utah Medical Products Inc
UUUU UA,#N/A N/A,Energy Fuels Inc/Canada
UVE UN,1.785714286,Universal Insurance Holdings Inc
UVSP UW,#N/A N/A,Univest Financial Corp
UVV UN,#N/A N/A,Universal Corp/VA
VAC UN,#N/A N/A,Marriott Vacations Worldwide Corp
VALU UR,#N/A N/A,Value Line Inc
VAPO UN,#N/A N/A,Vapotherm Inc
VBIV UR,#N/A N/A,VBI Vaccines Inc
VBTX UQ,1.785714286,Veritex Holdings Inc
VC UW,#N/A N/A,Visteon Corp
VCEL UR,#N/A N/A,Vericel Corp
VCRA UN,#N/A N/A,Vocera Communications Inc
VCYT UQ,#N/A N/A,Veracyte Inc
VEC UN,3.875968992,Vectrus Inc
VECO UW,6.976744186,Veeco Instruments Inc
VEL UN,#N/A N/A,Velocity Financial Inc
VG UW,#N/A N/A,Vonage Holdings Corp
VGR UN,#N/A N/A,Vector Group Ltd
VHC UA,#N/A N/A,VirnetX Holding Corp
VHI UN,#N/A N/A,Valhi Inc
VIAV UW,#N/A N/A,Viavi Solutions Inc
VICR UW,6.976744186,Vicor Corp
VIE UW,#N/A N/A,Viela Bio Inc
VIR UW,#N/A N/A,Vir Biotechnology Inc
VIVO UW,#N/A N/A,Meridian Bioscience Inc
VKTX UR,#N/A N/A,Viking Therapeutics Inc
VLGEA UW,#N/A N/A,Village Super Market Inc
VLY UW,#N/A N/A,Valley National Bancorp
VNCE UN,3.875968992,Vince Holding Corp
VNDA UQ,#N/A N/A,Vanda Pharmaceuticals Inc
VPG UN,#N/A N/A,Vishay Precision Group Inc
VRA UW,#N/A N/A,Vera Bradley Inc
VRAY UQ,#N/A N/A,ViewRay Inc
VRCA UQ,#N/A N/A,Verrica Pharmaceuticals Inc
VREX UW,#N/A N/A,Varex Imaging Corp
VRNS UW,#N/A N/A,Varonis Systems Inc
VRNT UW,2.325581395,Verint Systems Inc
VRRM UR,#N/A N/A,Verra Mobility Corp
VRS UN,#N/A N/A,Verso Corp
VRTS UW,#N/A N/A,Virtus Investment Partners Inc
VRTU UW,50.3875969,Virtusa Corp
VRTV UN,6.976744186,Veritiv Corp
VSEC UW,3.875968992,VSE Corp
VSH UN,10.85271318,Vishay Intertechnology Inc
VSLR UN,#N/A N/A,Vivint Solar Inc
VSTO UN,#N/A N/A,Vista Outdoor Inc
VTOL UN,#N/A N/A,Bristow Group Inc
VVI UN,#N/A N/A,Viad Corp
VYGR UW,#N/A N/A,Voyager Therapeutics Inc
WABC UW,#N/A N/A,Westamerica BanCorp
WAFD UW,#N/A N/A,Washington Federal Inc
WASH UW,#N/A N/A,Washington Trust Bancorp Inc
WATT UR,#N/A N/A,Energous Corp
WBT UN,3.875968992,Welbilt Inc
WD UN,1.550387597,Walker & Dunlop Inc
WDFC UW,#N/A N/A,WD-40 Co
WDR UN,1.785714286,Waddell & Reed Financial Inc
WERN UW,#N/A N/A,Werner Enterprises Inc
WETF UW,#N/A N/A,WisdomTree Investments Inc
WEYS UW,#N/A N/A,Weyco Group Inc
WGO UN,3.100775194,Winnebago Industries Inc
WHD UN,1.550387597,Cactus Inc
WHG UN,#N/A N/A,Westwood Holdings Group Inc
WIFI UW,#N/A N/A,Boingo Wireless Inc
WINA UQ,#N/A N/A,Winmark Corp
WING UW,#N/A N/A,Wingstop Inc
WIRE UW,2.325581395,Encore Wire Corp
WK UN,#N/A N/A,Workiva Inc
WLDN UQ,#N/A N/A,Willdan Group Inc
WLFC UQ,#N/A N/A,Willis Lease Finance Corp
WLL UN,#N/A N/A,Whiting Petroleum Corp
WMC UN,#N/A N/A,Western Asset Mortgage Capital Corp
WMGI UW,#N/A N/A,Wright Medical Group NV
WMK UN,#N/A N/A,Weis Markets Inc
WMS UN,3.100775194,Advanced Drainage Systems Inc
WNC UN,6.976744186,Wabash National Corp
WNEB UW,#N/A N/A,Western New England Bancorp Inc
WOR UN,4.651162791,Worthington Industries Inc
WOW UN,#N/A N/A,WideOpenWest Inc
WPG UN,6.201550388,Washington Prime Group Inc
WRE UN,#N/A N/A,Washington Real Estate Investment Trust
WRLD UW,#N/A N/A,World Acceptance Corp
WRTC UR,1.550387597,Wrap Technologies Inc
WSBC UW,1.785714286,WesBanco Inc
WSBF UW,#N/A N/A,Waterstone Financial Inc
WSC UR,#N/A N/A,WillScot Corp
WSFS UW,1.785714286,WSFS Financial Corp
WSR UN,#N/A N/A,Whitestone REIT
WTBA UW,1.785714286,West BanCorp Inc
WTI UN,#N/A N/A,W&T Offshore Inc
WTRE UW,#N/A N/A,Watford Holdings Ltd
WTRH UW,#N/A N/A,Waitr Holdings Inc
WTS UN,#N/A N/A,Watts Water Technologies Inc
WTTR UN,#N/A N/A,Select Energy Services Inc
WVE UQ,#N/A N/A,WaVe Life Sciences Ltd
WW UW,#N/A N/A,WW International Inc
WWW UN,9.302325581,Wolverine World Wide Inc
XAN UN,#N/A N/A,Exantas Capital Corp
XBIT UW,#N/A N/A,XBiotech Inc
XELA UR,3.875968992,Exela Technologies Inc
XENT UQ,#N/A N/A,Intersect ENT Inc
XERS UW,1.550387597,Xeris Pharmaceuticals Inc
XFOR UR,#N/A N/A,X4 Pharmaceuticals Inc
XGN UQ,1.550387597,Exagen Inc
XHR UN,10.07751938,Xenia Hotels & Resorts Inc
XLRN UQ,#N/A N/A,Acceleron Pharma Inc
XNCR UQ,#N/A N/A,Xencor Inc
XOG UW,6.611570248,Extraction Oil & Gas Inc
XPER UW,#N/A N/A,Xperi Holding Corp
XXII UA,#N/A N/A,22nd Century Group Inc
YCBD UA,#N/A N/A,cbdMD Inc
YELP UN,#N/A N/A,Yelp Inc
YETI UN,2.325581395,YETI Holdings Inc
YEXT UN,1.550387597,Yext Inc
YGYI UR,1.550387597,Youngevity International Inc
YMAB UW,#N/A N/A,Y-mAbs Therapeutics Inc
YORW UW,8.275862069,York Water Co/The
YRCW UW,6.201550388,YRC Worldwide Inc
ZAGG UW,#N/A N/A,ZAGG Inc
ZEUS UW,1.550387597,Olympic Steel Inc
ZGNX UQ,#N/A N/A,Zogenix Inc
ZIOP UW,#N/A N/A,ZIOPHARM Oncology Inc
ZIXI UW,#N/A N/A,Zix Corp
ZUMZ UW,#N/A N/A,Zumiez Inc
ZUO UN,#N/A N/A,Zuora Inc
ZYNE UQ,#N/A N/A,Zynerba Pharmaceuticals Inc
ZYXI UR,#N/A N/A,Zynex Inc
A UN,#N/A N/A,Agilent Technologies Inc
AA UN,57.36434109,Alcoa Corp
AAL UW,#N/A N/A,American Airlines Group Inc
AAP UN,22.48062016,Advance Auto Parts Inc
ABBV UN,#N/A N/A,AbbVie Inc
ABT UN,#N/A N/A,Abbott Laboratories
ACC UN,4.651162791,American Campus Communities Inc
ACGL UW,1.785714286,Arch Capital Group Ltd
ACHC UW,6.201550388,Acadia Healthcare Co Inc
ACM UN,#N/A N/A,AECOM
ADI UW,#N/A N/A,Analog Devices Inc
ADM UN,#N/A N/A,Archer-Daniels-Midland Co
ADPT UW,#N/A N/A,Adaptive Biotechnologies Corp
ADS UN,#N/A N/A,Alliance Data Systems Corp
ADSK UW,#N/A N/A,Autodesk Inc
ADT UN,3.875968992,ADT Inc
AEE UN,#N/A N/A,Ameren Corp
AEP UN,#N/A N/A,American Electric Power Co Inc
AES UN,#N/A N/A,AES Corp/The
AFG UN,#N/A N/A,American Financial Group Inc/OH
AFL UN,#N/A N/A,Aflac Inc
AGCO UN,#N/A N/A,AGCO Corp
AGIO UW,#N/A N/A,Agios Pharmaceuticals Inc
AGNC UW,#N/A N/A,AGNC Investment Corp
AGO UN,1.785714286,Assured Guaranty Ltd
AGR UN,43.44827586,Avangrid Inc
AIG UN,7.142857143,American International Group Inc
AIV UN,#N/A N/A,Apartment Investment and Management Co
AIZ UN,#N/A N/A,Assurant Inc
AJG UN,#N/A N/A,Arthur J Gallagher & Co
AKAM UW,#N/A N/A,Akamai Technologies Inc
AL UN,#N/A N/A,Air Lease Corp
ALB UN,#N/A N/A,Albemarle Corp
ALK UN,#N/A N/A,Alaska Air Group Inc
ALKS UW,#N/A N/A,Alkermes PLC
ALL UN,#N/A N/A,Allstate Corp/The
ALLE UN,#N/A N/A,Allegion plc
ALLY UN,2.678571429,Ally Financial Inc
ALNY UW,2.325581395,Alnylam Pharmaceuticals Inc
ALXN UW,#N/A N/A,Alexion Pharmaceuticals Inc
AM UN,#N/A N/A,Antero Midstream Corp
AMAT UW,#N/A N/A,Applied Materials Inc
AME UN,5.426356589,AMETEK Inc
AMG UN,10.71428571,Affiliated Managers Group Inc
AMGN UW,#N/A N/A,Amgen Inc
AMH UN,1.550387597,American Homes 4 Rent
AMP UN,#N/A N/A,Ameriprise Financial Inc
AMTD UW,#N/A N/A,TD Ameritrade Holding Corp
AN UN,#N/A N/A,AutoNation Inc
ANAT UW,#N/A N/A,American National Insurance Co
ANTM UN,#N/A N/A,Anthem Inc
AOS UN,#N/A N/A,A O Smith Corp
APA UW,#N/A N/A,Apache Corp
APD UN,48.8372093,Air Products and Chemicals Inc
APLE UN,10.85271318,Apple Hospitality REIT Inc
APTV UN,#N/A N/A,Aptiv PLC
AR UN,#N/A N/A,Antero Resources Corp
ARD UN,#N/A N/A,Ardagh Group SA
ARE UN,#N/A N/A,Alexandria Real Estate Equities Inc
ARMK UN,10.85271318,Aramark
ARNC UN,#N/A N/A,Arconic Corp
ARW UN,#N/A N/A,Arrow Electronics Inc
ASB UN,4.464285714,Associated Banc-Corp
ASH UN,#N/A N/A,Ashland Global Holdings Inc
ATH UN,8.035714286,Athene Holding Ltd
ATO UN,4.827586207,Atmos Energy Corp
ATR UN,#N/A N/A,AptarGroup Inc
ATVI UW,#N/A N/A,Activision Blizzard Inc
AVB UN,#N/A N/A,AvalonBay Communities Inc
AVT UW,#N/A N/A,Avnet Inc
AVTR UN,#N/A N/A,Avantor Inc
AVY UN,13.95348837,Avery Dennison Corp
AWK UN,#N/A N/A,American Water Works Co Inc
AXP UN,#N/A N/A,American Express Co
AXS UN,1.785714286,Axis Capital Holdings Ltd
AXTA UN,#N/A N/A,Axalta Coating Systems Ltd
AYI UN,5.426356589,Acuity Brands Inc
BAC UN,#N/A N/A,Bank of America Corp
BAX UN,#N/A N/A,Baxter International Inc
BBY UN,#N/A N/A,Best Buy Co Inc
BC UN,28.68217054,Brunswick Corp/DE
BDN UN,11.62790698,Brandywine Realty Trust
BDX UN,#N/A N/A,Becton Dickinson and Co
BEN UN,10.71428571,Franklin Resources Inc
BERY UN,42.63565891,Berry Global Group Inc
BF/A UN,36.43410853,Brown-Forman Corp
BF/B UN,36.43410853,Brown-Forman Corp
BG UN,#N/A N/A,Bunge Ltd
BGCP UW,1.785714286,BGC Partners Inc
BHF UW,#N/A N/A,Brighthouse Financial Inc
BIIB UW,#N/A N/A,Biogen Inc
BILL UN,#N/A N/A,Bill.com Holdings Inc
BIO UN,#N/A N/A,Bio-Rad Laboratories Inc
BK UN,#N/A N/A,Bank of New York Mellon Corp/The
BKR UN,#N/A N/A,Baker Hughes Co
BKU UN,#N/A N/A,BankUnited Inc
BLK UN,10.71428571,BlackRock Inc
BLUE UW,#N/A N/A,Bluebird Bio Inc
BMY UN,#N/A N/A,Bristol-Myers Squibb Co
BOH UN,1.785714286,Bank of Hawaii Corp
BOKF UW,#N/A N/A,BOK Financial Corp
BPOP UW,1.785714286,Popular Inc
BRK/B UN,#N/A N/A,Berkshire Hathaway Inc
BRO UN,5.426356589,Brown & Brown Inc
BRX UN,#N/A N/A,Brixmor Property Group Inc
BWA UN,#N/A N/A,BorgWarner Inc
BWXT UN,#N/A N/A,BWX Technologies Inc
BXP UN,31.00775194,Boston Properties Inc
BYND UW,2.325581395,Beyond Meat Inc
C UN,#N/A N/A,Citigroup Inc
CACC UW,#N/A N/A,Credit Acceptance Corp
CACI UN,1.550387597,CACI International Inc
CAG UN,#N/A N/A,Conagra Brands Inc
CAH UN,42.63565891,Cardinal Health Inc
CARR UN,#N/A N/A,Carrier Global Corp
CASY UW,11.45833333,Casey's General Stores Inc
CAT UN,40.31007752,Caterpillar Inc
CB UN,#N/A N/A,Chubb Ltd
CBOE UF,#N/A N/A,Cboe Global Markets Inc
CBRE UN,34.10852713,CBRE Group Inc
CBSH UW,#N/A N/A,Commerce Bancshares Inc/MO
CBT UN,#N/A N/A,Cabot Corp
CC UN,#N/A N/A,Chemours Co/The
CCK UN,#N/A N/A,Crown Holdings Inc
CCL UN,#N/A N/A,Carnival Corp
CDAY UN,#N/A N/A,Ceridian HCM Holding Inc
CDEV UR,5.426356589,Centennial Resource Development Inc/DE
CE UN,#N/A N/A,Celanese Corp
CF UN,42.63565891,CF Industries Holdings Inc
CFG UN,#N/A N/A,Citizens Financial Group Inc
CFR UN,#N/A N/A,Cullen/Frost Bankers Inc
CFX UN,3.875968992,Colfax Corp
CHH UN,9.302325581,Choice Hotels International Inc
CHK UN,#N/A N/A,Chesapeake Energy Corp
CHNG UW,#N/A N/A,Change Healthcare Inc
CHRW UW,#N/A N/A,CH Robinson Worldwide Inc
CHTR UW,#N/A N/A,Charter Communications Inc
CHX UN,6.976744186,ChampionX Corp
CI UN,#N/A N/A,Cigna Corp
CIEN UN,#N/A N/A,Ciena Corp
CIM UN,#N/A N/A,Chimera Investment Corp
CINF UW,#N/A N/A,Cincinnati Financial Corp
CIT UN,10.71428571,CIT Group Inc
CL UN,#N/A N/A,Colgate-Palmolive Co
CLGX UN,#N/A N/A,CoreLogic Inc/United States
CLH UN,9.302325581,Clean Harbors Inc
CLNY UN,16.07142857,Colony Capital Inc
CLR UN,6.611570248,Continental Resources Inc/OK
CLX UN,#N/A N/A,Clorox Co/The
CMA UN,#N/A N/A,Comerica Inc
CMCSA UW,#N/A N/A,Comcast Corp
CMD UN,2.325581395,Cantel Medical Corp
CME UW,#N/A N/A,CME Group Inc
CMI UN,#N/A N/A,Cummins Inc
CMS UN,#N/A N/A,CMS Energy Corp
CNA UN,#N/A N/A,CNA Financial Corp
CNC UN,#N/A N/A,Centene Corp
CNK UN,3.100775194,Cinemark Holdings Inc
CNP UN,#N/A N/A,CenterPoint Energy Inc
COF UN,#N/A N/A,Capital One Financial Corp
COG UN,#N/A N/A,Cabot Oil & Gas Corp
COHR UW,8.527131783,Coherent Inc
COLM UW,#N/A N/A,Columbia Sportswear Co
COMM UW,#N/A N/A,CommScope Holding Co Inc
CONE UW,5.426356589,CyrusOne Inc
COO UN,#N/A N/A,Cooper Cos Inc/The
COP UN,#N/A N/A,ConocoPhillips
COR UN,#N/A N/A,CoreSite Realty Corp
COTY UN,2.325581395,Coty Inc
CPA UN,4.651162791,Copa Holdings SA
CPB UN,#N/A N/A,Campbell Soup Co
CPRI UN,5.208333333,Capri Holdings Ltd
CPT UN,#N/A N/A,Camden Property Trust
CR UN,6.201550388,Crane Co
CREE UW,22.48062016,Cree Inc
CRI UN,3.125,Carter's Inc
CRNC UW,#N/A N/A,Cerence Inc
CSL UN,12.40310078,Carlisle Cos Inc
CSX UW,#N/A N/A,CSX Corp
CTL UN,23.57723577,CenturyLink Inc
CTLT UN,13.17829457,Catalent Inc
CTSH UW,#N/A N/A,Cognizant Technology Solutions Corp
CTVA UN,6.201550388,Corteva Inc
CTXS UW,#N/A N/A,Citrix Systems Inc
CUBE UN,10.07751938,CubeSmart
CUZ UN,6.201550388,Cousins Properties Inc
CVET UW,1.550387597,Covetrus Inc
CVS UN,#N/A N/A,CVS Health Corp
CVX UN,49.58677686,Chevron Corp
CW UN,7.751937984,Curtiss-Wright Corp
CXO UN,#N/A N/A,Concho Resources Inc
CXP UN,14.72868217,Columbia Property Trust Inc
CZR UW,#N/A N/A,Caesars Entertainment Corp
D UN,#N/A N/A,Dominion Energy Inc
DAL UN,#N/A N/A,Delta Air Lines Inc
DD UN,#N/A N/A,DuPont de Nemours Inc
DE UN,#N/A N/A,Deere & Co
DEI UN,#N/A N/A,Douglas Emmett Inc
DELL UN,#N/A N/A,Dell Technologies Inc
DFS UN,8.035714286,Discover Financial Services
DG UN,#N/A N/A,Dollar General Corp
DGX UN,#N/A N/A,Quest Diagnostics Inc
DHI UN,2.325581395,DR Horton Inc
DHR UN,#N/A N/A,Danaher Corp
DIS UN,28.68217054,Walt Disney Co/The
DISCA UW,1.550387597,Discovery Inc
DISCK UW,1.550387597,Discovery Inc
DISH UW,#N/A N/A,DISH Network Corp
DKS UN,3.125,Dick's Sporting Goods Inc
DLB UN,#N/A N/A,Dolby Laboratories Inc
DLR UN,#N/A N/A,Digital Realty Trust Inc
DLTR UW,#N/A N/A,Dollar Tree Inc
DNKN UW,#N/A N/A,Dunkin' Brands Group Inc
DOV UN,#N/A N/A,Dover Corp
DOW UN,#N/A N/A,Dow Inc
DOX UW,#N/A N/A,Amdocs Ltd
DRE UN,#N/A N/A,Duke Realty Corp
DT UN,#N/A N/A,Dynatrace Inc
DTE UN,#N/A N/A,DTE Energy Co
DUK UN,#N/A N/A,Duke Energy Corp
DVA UN,#N/A N/A,DaVita Inc
DVN UN,#N/A N/A,Devon Energy Corp
DXC UN,51.1627907,DXC Technology Co
EA UW,#N/A N/A,Electronic Arts Inc
EAF UN,2.325581395,GrafTech International Ltd
ED UN,#N/A N/A,Consolidated Edison Inc
EFX UN,#N/A N/A,Equifax Inc
EHC UN,1.550387597,Encompass Health Corp
EIX UN,37.24137931,Edison International
ELAN UN,#N/A N/A,Elanco Animal Health Inc
EMN UN,#N/A N/A,Eastman Chemical Co
EMR UN,27.90697674,Emerson Electric Co
ENR UN,3.875968992,Energizer Holdings Inc
EOG UN,#N/A N/A,EOG Resources Inc
EPR UN,5.426356589,EPR Properties
EQC UN,#N/A N/A,Equity Commonwealth
EQH UN,#N/A N/A,Equitable Holdings Inc
EQR UN,#N/A N/A,Equity Residential
EQT UN,#N/A N/A,EQT Corp
ERIE UW,#N/A N/A,Erie Indemnity Co
ES UN,#N/A N/A,Eversource Energy
ESI UN,6.201550388,Element Solutions Inc
ESRT UN,15.50387597,Empire State Realty Trust Inc
ESS UN,#N/A N/A,Essex Property Trust Inc
ETFC UW,#N/A N/A,E*TRADE Financial Corp
ETN UN,#N/A N/A,Eaton Corp PLC
ETR UN,#N/A N/A,Entergy Corp
ETRN UN,1.550387597,Equitrans Midstream Corp
EV UN,#N/A N/A,Eaton Vance Corp
EVR UN,#N/A N/A,Evercore Inc
EVRG UN,#N/A N/A,Evergy Inc
EWBC UW,#N/A N/A,East West Bancorp Inc
EXC UW,#N/A N/A,Exelon Corp
EXEL UW,#N/A N/A,Exelixis Inc
EXP UN,#N/A N/A,Eagle Materials Inc
EXPD UW,#N/A N/A,Expeditors International of Washington Inc
EXPE UW,#N/A N/A,Expedia Group Inc
EXR UN,#N/A N/A,Extra Space Storage Inc
F UN,#N/A N/A,Ford Motor Co
FAF UN,#N/A N/A,First American Financial Corp
FANG UW,#N/A N/A,Diamondback Energy Inc
FAST UW,#N/A N/A,Fastenal Co
FBHS UN,#N/A N/A,Fortune Brands Home & Security Inc
FCNCA UW,1.785714286,First Citizens BancShares Inc/NC
FCX UN,51.1627907,Freeport-McMoRan Inc
FDX UN,73.64341085,FedEx Corp
FE UN,#N/A N/A,FirstEnergy Corp
FFIV UW,#N/A N/A,F5 Networks Inc
FHB UW,7.142857143,First Hawaiian Inc
FHN UN,12.5,First Horizon National Corp
FIS UN,#N/A N/A,Fidelity National Information Services Inc
FITB UW,#N/A N/A,Fifth Third Bancorp
FL UN,9.375,Foot Locker Inc
FLIR UW,6.976744186,FLIR Systems Inc
FLO UN,#N/A N/A,Flowers Foods Inc
FLR UN,39.53488372,Fluor Corp
FLS UN,#N/A N/A,Flowserve Corp
FMC UN,#N/A N/A,FMC Corp
FNB UN,12.5,FNB Corp/PA
FNF UN,1.785714286,Fidelity National Financial Inc
FOX UW,#N/A N/A,Fox Corp
FOXA UW,#N/A N/A,Fox Corp
FRC UN,#N/A N/A,First Republic Bank/CA
FRT UN,#N/A N/A,Federal Realty Investment Trust
FSLR UW,#N/A N/A,First Solar Inc
FTDR UW,1.550387597,frontdoor Inc
FTV UN,#N/A N/A,Fortive Corp
FWONA UW,4.651162791,Liberty Media Corp-Liberty Formula One
FWONK UW,4.651162791,Liberty Media Corp-Liberty Formula One
GD UN,#N/A N/A,General Dynamics Corp
GE UN,#N/A N/A,General Electric Co
GHC UN,#N/A N/A,Graham Holdings Co
GILD UW,#N/A N/A,Gilead Sciences Inc
GIS UN,#N/A N/A,General Mills Inc
GL UN,#N/A N/A,Globe Life Inc
GLIBA UW,#N/A N/A,GCI Liberty Inc
GLPI UW,1.550387597,Gaming and Leisure Properties Inc
GLW UN,13.95348837,Corning Inc
GM UN,#N/A N/A,General Motors Co
GNTX UW,38.75968992,Gentex Corp
GO UW,3.875968992,Grocery Outlet Holding Corp
GPC UN,#N/A N/A,Genuine Parts Co
GPK UN,#N/A N/A,Graphic Packaging Holding Co
GPS UN,#N/A N/A,Gap Inc/The
GRMN UW,15.50387597,Garmin Ltd
GS UN,#N/A N/A,Goldman Sachs Group Inc/The
GT UW,#N/A N/A,Goodyear Tire & Rubber Co/The
GTES UN,#N/A N/A,Gates Industrial Corp PLC
H UN,#N/A N/A,Hyatt Hotels Corp
HAIN UW,1.550387597,Hain Celestial Group Inc/The
HAL UN,43.41085271,Halliburton Co
HBAN UW,#N/A N/A,Huntington Bancshares Inc/OH
HBI UN,#N/A N/A,Hanesbrands Inc
HCA UN,#N/A N/A,HCA Healthcare Inc
HD UN,#N/A N/A,Home Depot Inc/The
HDS UW,8.527131783,HD Supply Holdings Inc
HE UN,#N/A N/A,Hawaiian Electric Industries Inc
HES UN,#N/A N/A,Hess Corp
